diagnostic_id,source_row,source_block,diagnostic,assessment_type,source_weight,metric_id,metric_name,duplicate_group,score_role,evidence_note
D259,260,Конфликт интересов и эксклюзивность,Прописано ли это в договоре,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D260,261,Конфликт интересов и эксклюзивность,Есть ли процедура проверки конфликта интересов до подписания,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D261,262,Конфликт интересов и эксклюзивность,"Что происходит, если потенциальный конфликт возникает позже",Колич./экспертная,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D262,263,Enterprise readiness,NDA,Да/Нет,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D263,264,Enterprise readiness,Возможность работать по NDA клиента,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D264,265,Enterprise readiness,DPA/требования к обработке данных,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D265,266,Enterprise readiness,Разграничение доступов,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D266,267,Enterprise readiness,Password manager / secure credential storage,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D267,268,Enterprise readiness,2FA,Да/Нет,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D268,269,Enterprise readiness,Принцип минимальных прав,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D269,270,Enterprise readiness,Логирование доступа,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D270,271,Enterprise readiness,Процесс отзыва доступов,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D271,272,Enterprise readiness,Политика хранения данных,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D272,273,Enterprise readiness,Резервное копирование,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D273,274,Enterprise readiness,Incident response,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D274,275,Enterprise readiness,Ответственный за безопасность,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D275,276,Enterprise readiness,Возможность security review,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D276,277,Enterprise readiness,Возможность пройти закупочные процедуры,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D277,278,Enterprise readiness,Работа через ЭДО,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D278,279,Enterprise readiness,Нормальный договор и закрывающие документы,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D279,280,Enterprise readiness,SLA,Колич./экспертная,3,M14,Enterprise readiness,DUP-SLA,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D280,281,Enterprise readiness,Dedicated account/project manager,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D281,282,Enterprise readiness,Регулярная отчётность,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D282,283,Enterprise readiness,Возможность согласования каждой внешней публикации,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D283,284,Enterprise readiness,Brand safety,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D284,285,Enterprise readiness,Legal review,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D285,286,Enterprise readiness,Соблюдение отраслевых ограничений,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D286,287,Enterprise readiness,Запрет серых методов по требованию клиента,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D287,288,Enterprise readiness,Возможность полностью white-hat GEO,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D288,289,Enterprise readiness,Контроль подрядчиков агентства,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D289,290,Enterprise readiness,Требования NDA к субподрядчикам,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D290,291,Репутационная безопасность методов,Использование фейковых отзывов,Да/Нет,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D291,292,Репутационная безопасность методов,Использование вымышленных экспертов,Да/Нет,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D292,293,Репутационная безопасность методов,Фиктивные рейтинги,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D293,294,Репутационная безопасность методов,Скрытая реклама под видом независимой редакции,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D294,295,Репутационная безопасность методов,Массовый спам,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D295,296,Репутационная безопасность методов,Сетка собственных псевдонезависимых сайтов,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D296,297,Репутационная безопасность методов,Поддельные пользовательские истории,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D297,298,Репутационная безопасность методов,Манипулятивный UGC,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D298,299,Репутационная безопасность методов,Использование купленных/скомпрометированных аккаунтов,Да/Нет,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D299,300,Репутационная безопасность методов,Риск удаления публикаций,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D300,301,Репутационная безопасность методов,Риск санкций площадок,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D301,302,Репутационная безопасность методов,Риск публичного репутационного скандала,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D302,303,Репутационная безопасность методов,Возможность доказать происхождение утверждений,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D303,304,Репутационная безопасность методов,Fact-checking,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D304,305,Репутационная безопасность методов,Юридическая проверка чувствительных утверждений,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D305,306,Репутационная безопасность методов,Разделение white / grey / black методов,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D306,307,Репутационная безопасность методов,Возможность клиента запретить конкретные методы,Колич./экспертная,4,M15,Технологическая и репутационная безопасность,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D307,308,Контент,Объём создаваемого контента,Колич./экспертная,3,M7,Полнота GEO-методологии,DUP-CONTENT-VOLUME,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D308,309,Контент,Качество контента,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D309,310,Контент,Экспертность,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D310,311,Контент,Fact density,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D311,312,Контент,Уникальность данных,Колич./экспертная,3,M9,Исследовательский корпус,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D312,313,Контент,Наличие собственных исследований,Да/Нет,3,M9,Исследовательский корпус,DUP-RESEARCH,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D313,314,Контент,Наличие статистики,Да/Нет,3,M9,Исследовательский корпус,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D314,315,Контент,Наличие первичных источников,Да/Нет,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D315,316,Контент,Наличие авторов,Да/Нет,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D316,317,Контент,Авторские профили,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D317,318,Контент,E-E-A-T-сигналы,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D318,319,Контент,Структурированность,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D319,320,Контент,Цитируемость,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D320,321,Контент,Machine readability,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D321,322,Контент,Ответы на конкретные вопросы,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D322,323,Контент,Comparison content,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D323,324,Контент,FAQ,Да/Нет,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D324,325,Контент,How-to,Да/Нет,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D325,326,Контент,Кейсы,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D326,327,Контент,Исследования,Колич./экспертная,3,M9,Исследовательский корпус,DUP-RESEARCH,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D327,328,Контент,Рейтинги,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D328,329,Контент,Экспертные материалы,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D329,330,Контент,Обновление старого контента,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D330,331,Контент,Контроль фактических ошибок AI-generated content,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D331,332,Контент,Соотношение собственного и внешнего контента,Колич./экспертная,3,M7,Полнота GEO-методологии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D332,333,Экономика предложения,Минимальный бюджет,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D333,334,Экономика предложения,Средний бюджет,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D334,335,Экономика предложения,Setup fee,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D335,336,Экономика предложения,Ежемесячная стоимость,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D336,337,Экономика предложения,Минимальный срок договора,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D337,338,Экономика предложения,Что входит в стоимость,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D338,339,Экономика предложения,Количество отслеживаемых промптов,Колич./экспертная,3,M17,Прозрачность предложения,DUP-PROMPT-COUNT,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D339,340,Экономика предложения,Количество AI-платформ,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D340,341,Экономика предложения,Объём создаваемого контента,Колич./экспертная,3,M17,Прозрачность предложения,DUP-CONTENT-VOLUME,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D341,342,Экономика предложения,Объём внешних публикаций,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D342,343,Экономика предложения,Стоимость дополнительных работ,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D343,344,Экономика предложения,Прозрачность ценообразования,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D344,345,Экономика предложения,Соотношение цены и объёма работ,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D345,346,Экономика предложения,Соотношение цены и подтверждённого результата,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D346,347,Экономика предложения,Условия расторжения,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D347,348,Экономика предложения,Платёжные условия,Колич./экспертная,3,M17,Прозрачность предложения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
SYN-M11-01,,Добавлено при нормализации,Доля GEO в публичном продуктовом портфеле,Колич./рубрика,,M11,Узкая GEO-специализация,,EVIDENCE_QUESTION,Закрывает подтверждённый пробел исходного банка.
SYN-M11-02,,Добавлено при нормализации,Доля GEO в публичном позиционировании и исследовательской программе,Колич./рубрика,,M11,Узкая GEO-специализация,,EVIDENCE_QUESTION,Закрывает подтверждённый пробел исходного банка.
SYN-M11-03,,Добавлено при нормализации,Наличие выделенной GEO-команды и регулярного GEO-производства,Колич./рубрика,,M11,Узкая GEO-специализация,,EVIDENCE_QUESTION,Закрывает подтверждённый пробел исходного банка.
SYN-M13-01,,Добавлено при нормализации,Опыт компании и предшествующего контура в SEO/digital,Колич./рубрика,,M13,Операционная зрелость,,EVIDENCE_QUESTION,Закрывает подтверждённый пробел исходного банка.
SYN-M13-02,,Добавлено при нормализации,Опыт именно в GEO,Колич./рубрика,,M13,Операционная зрелость,,EVIDENCE_QUESTION,Закрывает подтверждённый пробел исходного банка.
SYN-M13-03,,Добавлено при нормализации,Число завершённых GEO-циклов и длительность регулярного сопровождения,Колич./рубрика,,M13,Операционная зрелость,,EVIDENCE_QUESTION,Закрывает подтверждённый пробел исходного банка.
